speaker_id,is_admin,history_text
Boston,False,"[Boston]: Regarding your highly inappropriate comment in [http:\/\/en.wikipedia.org\/w\/index.php?title=Choeradodis&curid=15664276&diff=266573106&oldid=266433352 this edit], please be reminded about Wikipedia guidelines on [[WP:civility|civility]].  The description has been restored to the article as its inclusion is appropriate.
[Boston]: Hey, it's ok to remove prod on [[Basta (Inkworld)]], but notability is still not established, nor references provided, so you can't remove tags.  Advice: Wrestle with articles, not with editors.  If you don't want to see those tags, fix the article.  I'm not going to give you a [[WP:vandalism|vandalism]] warning or anything, but removing tags without cause falls under that category.  Improve the article and everyone will be happy.  Best wishes. --
[Boston]: I've lost count of how many times I've encouraged courtesy in these users.  Perhaps encouragement of good behavior coming from someone other than myself and [[User:Cygnis insignis]] might have effect.  [[User:Cygnis insignis]]'s comments on our discussion begin as follows \u201cI've waded through the incivility, bold assumptions, uncited assertions, expletives and other obstruction to this good faith contribution. However this is not the place for identifying this obnoxious pattern of behavior...\u201d (see hidden comments at [http:\/\/en.wikipedia.org\/w\/index.php?title=Talk:Python_reticulatus&action=edit&section=17) Ultimately, this dispute is about a claim made by [[User:Mokele]] and [[User:Jwinius]] to allow certain content at [[Python_reticulatus#Captivity]] that they deem unencyclopedic. Thanks for considering my comments. -- --
[Boston]: Please also note [http:\/\/en.wikipedia.org\/w\/index.php?title=Python_reticulatus&action=history this] edit summary by [[User:Mokele]] \""Put up or shut up, amateur. Show me this mythical \""outside arbitration\"", because you seem to lack the balls to use the talk page anymore.\"" I need help dealing with these editors. -- --
[Boston]: Please read the template you deleted! --
[Boston]: There is a ''[[Massage|message]]'' for you on my talk page. --
[Boston]: Thanks for looking at the [[Sonia Chang-D\xedaz]] hook I suggested at AFDay DYK.  I have tried to address your concerns; please take another look if you have time.  Thanks. --
[Boston]: I suggest we remove my last comment and your response from [[Talk:Maundy Thursday]] as it's metadiscussion (discussion about the discussion, a perennial blight on Wikipedia) rather than discussion about the matter.  I should have dropped a friendly note on your talk page rather than taking issue there.  Thanks and good wishes. --
[Boston]: Ah nevermind.  If we removed it now subsequent comments would be disjointed.  --"
{unknown-1134},False,"[{unknown-1134}]: What in god's name are you talking about?? The link I placed on [[WTTW]] is relevent to The Max Headroom incident which took place twice on two different stations, The first incident took place at 9:14pm on WGN Channel 9 while Dan Roan was doing the Chicago Bears highlights and then almost 2 hours later at 11:10pm on WTTW Channel 11 which was interrupted during [[Doctor Who]] [[Horror of Fang Rock]] which BTW is the link that I placed in the WTTW article showing a full video of the WTTW incident. In the future please check your information first before you make any changes so you can save your self getting a major reaming. Misterrick 05:29, 8 September 2006 (UTC)"
Redddogg,False,"[Redddogg]: Hi Steve. You might be interested in this AfD: [[Wikipedia:Articles for deletion\/Young Jin Moon]].
[Redddogg]: Hi Steve.  I'm considering nominating [[Hak Ja Han]] for deletion.  Would you like to discuss the issue on the article's talk page?
[Redddogg]: Please see: [[Wikipedia:Articles for deletion\/Hak Ja Han]]"
Lotaresco,False,"[Lotaresco]: Sadly in your zeal to remove what you see as \""garbage edits\"", you removed the entry on Doug Bollen, which most certainly was '''not''' a garbage edit. The page is now locked down and the work done by several people over a long period of time cannot, at present, be reinstated. It might have been better to discuss your intended edit on the discussion page, where a consensus about the Bollen entry had already been reached (i.e. retain the section but simplfy it.)"
69.151.51.120,True,[69.151.51.120]: I just reverted some vandalism by [[User talk:159.53.78.140]] to the article [[First Communion]]. This IP address has a huge rap sheet and has been given ample warning. I think it's time to block. Regards [[Special:Contributions\/69.151.51.120|69.151.51.120]] (
Salix alba,False,"[Salix alba]: Nice one for sorting that out. I made a bit of a pigs ear of redirects and such. I mistakenly created [[Academic dress of the Durham University]] with a silly extra ''the'', could easily be deleted. --
[Salix alba]: [[:Category:Aspergian Wikipedians]] which you have included on your user page has been proposed for deletion you can comment at [[Wikipedia:Categories for deletion#Category:Wikipedians by mental condition]]. The is also a proposal to create an association to meet the needs of users with mental health conditions. --
[Salix alba]: Fuck! Hope your back from your strike soon. --
[Salix alba]: Yes I'm sort of up for the nav-aids idea, although as Michael says there is some oposition to the idea. If we can find a solution which keeps the naveboxes to a reasonable size, we might be in with some chance. --
[Salix alba]: I've got to got to bed now. But I'll see if we can sort out the situation. Its not at all clear whether old sockpuppet notices have to remain on user pages. Which is being discussed on [[WP:ANI]].  --
[Salix alba]: [[User:Hanuman Das|Hanuman Das]] blocked for this see [http:\/\/en.wikipedia.org\/w\/index.php?title=Special:Log&type=block&page=User:Hanuman_Das]. --
[Salix alba]: [[User:Hanuman Das|Hanuman Das]] blocked for this see [http:\/\/en.wikipedia.org\/w\/index.php?title=Special:Log&type=block&page=User:Hanuman_Das]. --
[Salix alba]: DOn't worry about the RfC its all old news now delt with. They will shoot themselves in the foot with this. Just keep cool. --
[Salix alba]: DOn't worry about the RfC its all old news now delt with. They will shoot themselves in the foot with this. Just keep cool. --
[Salix alba]: I've mentioned something about LiftWaffen on the arbitration case. --
[Salix alba]: I think there is a need for a little calmness here, yesterday we had an anon IP add a sockpuppet tag which was quickly removed. Annoying, yes, but its something you need to take in your stride. And the action seems to have been in reltaliation to your own adding of a sock tag[http:\/\/en.wikipedia.org\/w\/index.php?title=User:Hanuman_Das&diff=prev&oldid=107257612]. I'm increasingly thinking there is little to be gained by digging up old stuff. The technical data has for the most part expired as IP records are only kept for a short time. Other evidence is inconclusive and hard to draw any conclusions. --
[Salix alba]: Hi, you reciently promoted [[:Image:Mug and Torus morph.gif]], there was considerable discussion on  [[Wikipedia:Featured picture candidates\/Homeomorphism]] that it was really a better illustration of [[homotopy]] rather than [[homeomorphism]]. Would it be OK to change the links on the variuos FP pages so that it related to the other article? --
[Salix alba]: Oh Mattise, please don't make a battle out of this. Please, please just drop the whole thing. Things will spiral out of control like they did last time. Only this time you'll end up the worse for it. People make mistakes, it happens. Read [[WP:POINT]] which you are falling foul of. Set your reputation by the good work on articles and not by the arguments you get involved with. --
[Salix alba]: I agree that disengaging seems to be the best cause of action. Things are like a tinder box which only the slightest spark can set off. Best not make any more sparks, and keeping quite on the issue in public is the best option. --
[Salix alba]: Good to see you editing again. Did you have a good trip? --
[Salix alba]: We having a check of licence status of mathematical images. You uploaded the latest version of [[:Image:Simultaneous equations example 1.png]], according to Apples licence [http:\/\/images.apple.com\/legal\/sla\/docs\/macosx104.pdf], ''Title and intellectual property rights in and to any content displayed by or accessed through the Apple Software belongs to the respective content owner.'' this image is your IP. Would you care to add the appropriate licence tag to the image so it does not get deleted. --
[Salix alba]: It looks like the reappearance of 999 was a result of a accidental cut and paste, so no need to worry. --
[Salix alba]: I noticed that you semi-protected [[PlayStation Home]] on 16 July 2007, which seems quite a while back. Should the protection still remain? --
[Salix alba]: Sorry to see memory's of starwood are still bothering you. Best forgotton, indeed best not to mix this with the latest RFC. Which is unrelated. Not getting too emotionally involved in the latest seems like a good strategy as it looks like it will blow over quite soon (all the outside views are against further action). --
[Salix alba]: If its of any help I came across [http:\/\/www.hull.ac.uk\/php\/pislm\/ppp05.pdf Psychopathy in Psychiatry and Philosophy: An Annotated Bibliography]. From that it seems there are quite a few current publications which still use the term, although I don't know how many of these are clinical. --
[Salix alba]: As Ashford1982 has zero contributions then its probably easiest for your friend to create a new account, and just forget about that one.  --
[Salix alba]: Hi Mattisse, I wonder if you could have a look this [http:\/\/en.wikipedia.org\/w\/index.php?title=Human_bonding&diff=237157560&oldid=234915749 diff] on [[Human bonding]]. The guy seems to have wiped out just about every theory on the subject. Some of it may be crap, but I can't beleive it all is. --
[Salix alba]: It looks like Brad is no longer active, you can try using the email this user link in the toolbox [[Special:EmailUser\/BradBeattie]]. --
[Salix alba]: Looking at the cases where citations are needed it seems likely that they will be covered by \""The NASA Astrophysics Data System: Overview\"" and its three companion articles, either that or the online FAQ, so it a fairly easy fix. You might consider looking at the [[Wikipedia:Scientific citation guidelines]]--
[Salix alba]: MDD is look like a v good article. Good to see your working in your own field. --
[Salix alba]: I do have a question for Mattisse: What do you think could have been done to stop the previous problem flaring up? --
[Salix alba]: Yes its well worth clearing out the old junk. Certainly pages like [[User:Mattisse\/\/Geo2]] refer to past events which are much better forgotten. --
[Salix alba]: Hi Mattisse, I would suggest not responding to Hypocrite here, or indeed anywhere. Problem also a good idea to hold your tounge on all matters relating to Giano. --
[Salix alba]: Just because you have a block does not mean that we do not appreciate your work on wikipedia, its just that we need to prevent another incident exploding, and the only way that seems to be achievable is with a short block. Hopefully being a bit calmer in a day will help. --
[Salix alba]: Many thanks. Have a good festive season yourself.--
[Salix alba]: Thank you. it does feel like I've done that much though. Have a good year, be good! --
[Salix alba]: I would advise against abandoning the plan. This would require going back to arbcom, which will in itself be a painful and stressful process, I'd much rather avoid that. --
[Salix alba]: Nope, I don't need it any more. I've now deleted it. --
[Salix alba]: Is there any details of this? I've looked in a few places and could not see reference. What was the puppet account? --
[Salix alba]: It seems that {{user|Charles Rodriguez}} is a sock. Oh dear Mattisse I would have hopped you would have learnt by now that sockpuppets is not the way to go.--
[Salix alba]: If Mattisse is to be unblocked, I would recommend returning to [[User:Mattisse\/Plan]] or the arbitration case and adding an explicit section about sock-puppets. Something along the line of ''any further use of sock-puppets will result in a permanent ban from wikipedia''. Mattisse seems to need very strict boundaries with clearly spelt out consequences.--
[Salix alba]: The question is how long the block should be for and whether the block should become a permant ban. I guess this will be a question for Arbcom rather than here. When considering a ban the good does need to be weighted against the bad as she has consistently made voluminous good edits, we would loose these with a ban. With Mattisse it has always been a case of damage limitation, and I think the mentoring system is getting better at reducing the damage caused.--
[Salix alba]: Thats fine. --
[Salix alba]: A few missing from [[User:Laser brain\/Sandbox]] {{user|LiftWaffen}}, {{user|BlackHak}}, {{user|Charles Rodriguez}} also  {{user|Timmy12}}. Would you care to clarify. --
[Salix alba]: Try again, I've fixed to to the correct email now. --
[Salix alba]: Yes I saw those, but missed that they were included in the same AfD. Now deleted.--
[Salix alba]: Sounds like it would be a case for page protection. To me it seems flagged revisions are best compared to page protection, kind of like protected pages where an anon can make a test edit. My fear would be that rather than converting protected pages to flagged revisions, it would be more likely be used to convert normal pages to flagged revision.--
[Salix alba]: Seems that this is another one with work still to do. You might like to join discussion on [[Template talk:Globalize]].--
[Salix alba]: I saw this as well. I've started a discussions at [[Template talk:Globalize]]. --
[Salix alba]: I've replied at [[Talk:Plimpton_322#Pythagorean_triple]].--
[Salix alba]: BTW you might like look a bit at [[Wikipedia:FAQ\/Editing]]. In you posts you are adding line breaks in the middle of paragraphs. Its convention to just let the lines run on so they wrap automatically. Also if you want to make a link to a page use <nowiki>[[Plimpton 322]]<\/nowiki> rather than pasting the full url. And finally please sign you posts on talk pages using <nowiki>--~~~~~<\/nowiki> (there is a button for this in the edit box) so we can keep trak of who wrote what.--
[Salix alba]: 21:09, 23 June 2010 by [[User:Stevertigo]].--
[Salix alba]: The second reference[http:\/\/www.jainworld.com\/JWHindi\/Books\/shatkhandagama-4\/02.htm] list a number of formula, the typography is terrible but we seem to have log(m\/n)=log(m)-log(n); log(x^2)=2 log(x); log(log x^2)=log(2 log(x))=log(2)+log(log(x))=1+log(log(x)) (logs are in base 2); if B=a^a then log(B)=a log(a), log(log(b))=log(a)+log(log(a)). And a few more which don't make a lot of sense.--
[Salix alba]: Possible, {{user| LawesMattius}} could also be her grandson, the edit seems a bit juvenile for her. If she is around she be keeping a very low profile.--
[Salix alba]: See [[Help:Magic words]] I don't think it possible to create new one unless you are a developer and have access to the code. You could try [[WP:VPT]].--
[Salix alba]: I've really not used the program much, just know a few people who have. You could try asking on their forum. The other software I've heardabout, but never used is [[Macaulay2]].--
[Salix alba]: Taking the first of these comparisons: [[Shamit Kachru]] is an award-winning physicist and an expert in string theory and quantum field theory,  he has made central contributions to the study of compactifications of string theory from ten to four dimensions, has won the ACIPA Outstanding Young Physicist Prize. This makes a claim to a notable achievements. There was no such claim on [[Mridu]] where the list of things done (making the site search engine friendly, creating webmaster accounts in various search engines, mainly Google, Yahoo, Bing; creating automated RSS feed (if applicable); planning of URL rewriting patterns creating search engine sitemaps (xml files); create Google Analytics account and helping the developer implement the code; create title & metadata of top level key-pages of the website including the home page.) These are what I would expect of any professional in the industry. There is nothing beyond that, say published articles or papers (not blogs) frequent references by new sources, major national awards.--
[Salix alba]: You can create a draft at [[User:Mridubhattacharya\/Mridu]] but please read [[Wikipedia:Notability (people)]] first.  The draft would not be immune from deletion if it was found that it did not meet the notability guidelines. Its worth looking at [[Wikipedia:Articles for creation]] which can help you get the article upto standard.--
[Salix alba]: My worry is the number of editors who would scrutinise your every movement. On WikiSource you don't have as much history so there are less people watching you. It would be a much more pressured environment for you. Can you remain calm in these circumstances? --
[Salix alba]: I think I've left pending changes on. Its just the block of new and unregistered users which I've remove. --
[Salix alba]: Yes done. Now all I need to do is find a font which renders them! --
[Salix alba]: Yep I had half a feeling it was an accidental thing.--
[Salix alba]: (after edit conflict) You could add {{tlp|bots|2=optout=all}} to suppress the placing of notification messages. See [[Template:Bots]] for all the options. It might not actually stop all the messages as they seem to be placed by individual editors rather than bots. Individual editors may not be aware of your block status, but other editors doing image work might not so will not know not to post on your page. --
[Salix alba]: Yes I would. There is a big case of [[WP:OWN]] here, I've considered doing the same myself, but had other things to do. --
[Salix alba]: Not sure who Smith is i got the information from [http:\/\/www.logic.univie.ac.at\/~thompson\/papers\/venn-review.pdf] but I've not read the original book. The formula in that paper is <math>sin(2^i x)\\over 2^i<\/math> which makes mathematical sense.--
[Salix alba]: Some of the higher dimensional polytopes are being discussed at [[Wikipedia talk:WikiProject Mathematics#Polytope articles]]. You might like to participate.--
[Salix alba]: Hi, Just to let you know that I've reopened the move discussion - [[Leibniz formula for pi#Requested move part 2]]. There was some discussion about it at [[Wikipedia talk:WikiProject Mathematics#FYI: Leibniz formula for pi]] it seems like the 7 day period had not elapsed and the was not a sufficiently overwhelming consensus for a non admin close.--
[Salix alba]: Re point 2 checking [[Special:UserRights\/Skomorokh]] you do not appear to have the admin bit set, which is what I looked at. Don't know why that is you might want to get a bureaucrat to have a look at it.--
[Salix alba]: The sit back an enjoy a nicer looking wikipedia.--
[Salix alba]: Maybe one day if enough people start using MathJax then the devs might switch it on for IP's. It still early days yet and building a critical mass of people to test it.--
[Salix alba]: Have had a look at {{user|BarkingMoon}} contributions notice how many of the edits are about bird and wildlife ([[Yellow-crowned Bishop]], [[White-winged Widowbird]], [[White-headed Buffalo Weaver]], etc) have you noticed that particular interest in Mattisses edits?--
[Salix alba]: Likewise I can can confirm a yes. She has expressed concern that users have been falsely identified as her socks {{user|Loopy48}} and {{user|74.97.209.127}} and has stated they are not her socks. There first of these is an arbcom block and a second is a suspect sockpuppet identified by Sandy on the basis of a single edit.[http:\/\/en.wikipedia.org\/w\/index.php?title=User_talk:Piehole4&diff=prev&oldid=405072192] The first of these is above my pay grade, but I must say Sandy should really try for better evidence before throwing accusations about.--
[Salix alba]: Remind me what it was I did.--
[Salix alba]: You do want to give the article a [[Wikipedia:Manual of Style (lead section)|Lead section]] of two or three short paragraphs. In the case of the West Hartlepool War Memorial a lot could be done to make it more concise.--
[Salix alba]: I've not commented on actual article as I'm still trying to understand the topic and the discussion. The Haskell code does indicate the algorithm simply but after reading the O\u2019Neill paper it seems that there is a lot of subtleties in how Haskell actually interprets and executes the codes. For this reason I'd be cautious about any Haskell code samples, and they would need to come from a published source. It might be simpler just not to include any Haskell code, but instead mention the Turner algorithm and the critique of it. It is not wikipedias job to be a code repository which is better handle buy external links.--
[Salix alba]: Yes I've seen the haskell.org page and run the examples. While it looks good, it can't be used a a wikipedia source as most of it is written by you so classes as [[WP:OR]]. Wikipedia is really for old established stuff rather than the latest algorithms. --
[Salix alba]: This might explain the cause of your problems. Most of the regulars on WikiProject mathematics will take quite a hard line on OR. There have been too many incidents of people with a particular agenda or pet theories. For an extreme example see the West Hartlepool post above. No OR is a particularly effective tool against this and it has been one of the things which has helped wikipedia achieve what it has.  Even when its a seemingly straight forward improvement when its not backed by a reliable source it doesn't go in.--
[Salix alba]: Hi, you recently closed [[Wikipedia:Redirects_for_discussion\/Log\/2011 July 25#equidistant|RFD equidistant]] as '''soft redirect to''' [[wikt:equidistant]]. Following a discussion on [[Wikipedia talk:WikiProject Mathematics#deletion of equidistant]] it seems that there is enough material for a non trivial stub article and I've composed a draft at [[Talk:Equidistant#Draft]]. If its OK with you I'd like to recreate the article.--"
Notyourbroom,False,"[Notyourbroom]: You recently commented on a [[http:\/\/commons.wikimedia.org\/wiki\/Commons:Quality_images_candidates\/candidate_list#February_16.2C_2009|quality image candidate]] of mine and had something to say about capitalization in the filename. It has been my personal convention to name files with only an initial capital letter. I am still new to Commons, so if there is a different standard convention I ought to use, I would appreciate your pointing me in the correct direction to read about the issue. Thanks! --
[Notyourbroom]: &mdash;
[Notyourbroom]: Best, &mdash;
[Notyourbroom]: I apologize if I violated any policies, but I was under the impression that Racepacket had not been following the instructions on the [http:\/\/en.wikipedia.org\/w\/index.php?title=William_T._Miller&oldid=323173254 Possible Copyright Infringement] template, which specifically instructed us not to edit the main page but rather to put any revisions on the subpage. I thought Racepacket had misread the instructions and was making edits improperly to the original page instead of on the special-purpose subpage sandbox prescribed by the template. All that I did was revert to your original tagged version of the article and then move the revised prose onto the subpage, which, again, I thought was required in order to follow the process of clearing up the Possible Copyright Infringement. Please let me know what I misunderstood and did incorrectly here, because I do not want to mishandle similar situations in the future. &mdash;
[Notyourbroom]: In addition, I would propose modifying that template to give more explicit directions to clear up any such misunderstandings in the future (though I'm still unclear on what the misunderstanding was!). &mdash;
[Notyourbroom]: Dysmorodrepanis, please do not misuse the [[WP:MINOR|minor edit]] marker, as you did recently in [http:\/\/en.wikipedia.org\/w\/index.php?title=Wattled_Curassow&diff=prev&oldid=325563463 your edit] to [[Wattled Curassow]]. The formatting change you made has repercussions for users on devices with smaller screens (five columns may require them to scroll horizontally) and you also deleted content from the article, so this was clearly not a minor edit. Thank you. \u2014
[Notyourbroom]: Marking a revert as a minor edit is fine when dealing with vandalism (\""The intended use of the rollback feature is for cases of vandalism, where the act of reverting any vandalism should be considered minor and can be ignored in the recent changes list\""), but (1) this was not a revert of an unambiguously unproductive edit, (2) it was a \""long-distance\"" revert of changes made a few revisions past in the article's history, and (3) you removed content from the article, which in itself is an unambiguous case of a major edit. There is no grey area in this case\u2014you clearly made an error based on the consensus regarding the usage of the minor edit marker. I see from your edit history that you commonly employ that marker, so I am encouraging you to review the current community consensus so that you do not make similar errors in the future. \u2014
[Notyourbroom]: Welcome! Good to see some new blood- most of the active editors in the project don't actually live in Ithaca anymore, so we can be a bit constrained in what we do. If you're looking to make any photographic contributions, one thing I can think of off the top of my head is Bailey Plaza. I understand the plaza looks substantially different now compared to [[:File:Cornell Bailey Plaza March09.jpg|how it looked in Spring 2009]]. Also, there are a few new buildings on campus (like whatever that one is sandwiched between Rockefeller and Baker on the hill above the Arts Quad...) that we lack photography of. I understand you've made a lot of contributions in the area of music-related articles; some Cornell articles in that genre (like [[Cornell University Glee Club]]) are in pretty good shape, but others (like [[Cornell University Chorus]]) need extreme overhauls, and there's always room for more. You might be interested in expanding [[Bailey Hall (Ithaca, New York)]] to talk about some of the more famous premiers and concerts that that venue has seen over its long history. Of course, this is all just one guy's suggestions- focus on whatever you feel inspired to do. Cheers!&mdash;
[Notyourbroom]: Oh, no need for \""Mr.\""- I'm class of 2009 :). Just as a resource for you, I looked through my watchlist and pulled out [[User:Notyourbroom\/Cornellpages|a bunch of Cornell-related pages]], many of which aren't linked to by any navigation templates. You can paste any you want to follow into your own [http:\/\/en.wikipedia.org\/wiki\/Special:Watchlist\/raw raw watchlist]. &mdash;
[Notyourbroom]: Hi there. I believe I've demonstrated on Commons that the file you expressed concerns about has no copyright status problems. If you are satisfied with that evidence, I would appreciate it if you could withdraw your support for deletion so that I can close the case as \""keep\"". (I can only do this if the result is wholly \""uncontroversial\"", hence this request.) If you are not satisfied, I would be happy to entertain further discussion. Thank you. &mdash;"
Blackjanedavey,False,"[Blackjanedavey]: Hiya. Just wondering why you reverted my edits for [[Rene Magritte]].
[Blackjanedavey]: It's not necessary to delete this article. Despite the fact that he hasn't yet played a game for Queensland Roar he has definately played senior team games for his previous clubs. And there's a very good chance he'll play a senior game for Roar when the season starts, which means all the work already done for his page will have to be redone. Besides, all players signed to an A-League club have their own page regardless of how many games they're played, due to the fact that because of the small playing roster of the A-League there's a very high chance they'll play at least one game in the upcoming season.
[Blackjanedavey]: Ok but what about the fact that he has '''definately''' played a senior game for his previous clubs (in a fully professional league)? Surely that means his page is valid. I just can't find the exact number of games because that information is not available on the internet."
Olpl,False,"[Olpl]: You will definitely like [http:\/\/upload.wikimedia.org\/wikipedia\/commons\/9\/9c\/Rembrandt_Harmensz._van_Rijn_125.jpg The return of the prodigal son, 35Mb file] too. They are pain to crop in GIMP with 1Gb of memory, so you are welcome to help me [http:\/\/www.google.com\/search?q=25c90fc37ba4eaf54184bccc2e1ee5f543c8fe6b to edit and upload them]. I do not seed this torrent anymore, but I have these files converted to JPEG 100% and willing to give them anyone interested. Complete set takes around 8Gb."
117.199.181.238,False,[117.199.181.238]: [[Special:Contributions\/117.199.181.238|117.199.181.238]] (
{unknown-5228},False,"[{unknown-5228}]: I may need your help patrolling WP:PP. Since I've longsinced fixed all the bugs with the regular protection JS (please update yours)...though I still can make it smaller, I decided to make some other script. I made another script that lists articles protected or semiprotected form the category pages WITH the date\/user\/explanation (as retrieved from the logs). Look how long it is now! I'll keep patrolling this for obvious unprotects each day.'''"
TarquinWJ,False,[TarquinWJ]: Thanks for the speedy resolution to this. (Logged in this time - IP address was not static for long but got your reply.)
{unknown-5862},False,"[{unknown-5862}]: I got your message, but I'm afraid that there's nothing I can justify doing that would resolve your problem.  <span style=\""white-space:nowrap;\"">{&#123;"
98.248.41.128,False,[98.248.41.128]: How long should a page completely devoid of information be allowed to exist? An hour? A day? A month? Kinda negates the purpose of {{tl|db-a3}}. Perhaps you could move it to a user subpage instead. [[Special:Contributions\/98.248.41.128|98.248.41.128]] (
Sanft,False,"[Sanft]: Not sure how to restore it so please forgive me
[Sanft]: Thanks :-)"
{unknown-2945},False,"[{unknown-2945}]: Yeah I didn't mean to erase Lady Colin Campbell; I was only targeting the actor.  Good catch, thanks! \u2013[[::User:Schmloof|Schmloof]]&nbsp;([[::User talk:Schmloof|talk]]&nbsp;\xb7&nbsp;[[::Special:Contributions\/Schmloof|contribs]]) 04:51, 10 November 2010 (UTC)"
{unknown-6779},True,[{unknown-6779}]: Do not attack another editor again. --
208.97.129.6,False,[208.97.129.6]: Better get used to it. It's only just starting. Love Mr CLV.
Ordinary Person,False,"[Ordinary Person]: Thank you for your comments, Nightscream. I will reflect on these matters. It seems to me that the previous version was misleading: it is true that the material was taken away before the forensic investigation was significantly underway, but it seems to imply that the removal of the material _prevented_ a thorough forensic investigation of the materials. I'll consider carefully and collect my thoughts (and refs) before making any more edits.
[Ordinary Person]: BTW, I'm never sure of the standard way to conduct a conversation via User Talk pages. Should I reply to your comments on my own page, or post the rejoinder on yours? The former is more conventional because then the whole conversation is in one place, but on the other hand I then suspect that my interlocutor will not be informed that I've replied."
{unknown-3804},False,[{unknown-3804}]: Damn! You should have told me before I fed them to your dog... :)
{unknown-3684},False,[{unknown-3684}]: I activated the gadget in en:WP and eo.WP and see notes in [[:File:Ecozones.svg]] and none on [[:eo:Dosiero:Ecozones.svg]]
Tphinney,False,"[Tphinney]: You have been going through and replacing \""typographer\"" with \""type designer\"" on several pages. Please stop doing this. They are not synonyms, and in the two instances I noticed, the edit was definitely inappropriate. (Robert Bringhurst, Apple Advanced Typography).
[Tphinney]: 
[Tphinney]: I disagree that \""nothing in it supports the assertion....\"" Specifically, there's this bit: \""As DH points out, Monotype's analogues did have clear associations with designs that predated the ITC ones. Of course, they were also clearly modified to reflect the ITC ones - matching not only metrics but also weights, heights, and design features (many, but not all, of the latter).\"" Now, note that \""metrics\"" is font-speak for widths, and sometimes heights. Yes, this references ITC because the immediate topic was the ITC lawsuit, but the same changes were made to all of the families in question.... Sigh. I could of course email any number of people involved and get a direct confirmation, but that would be \""original research\"" just to confirm something that literally everyone in this industry knows, and is not controversial. Not to mention the simple points of logic and temporal sequence I outlined above. Moreover, '''the article already said in another place that Arial is \""identical in width\"" to Helvetica'''; Monotype Grotesque is quite self-evidently not, so clearly some time between it being Monotype Grotesque and becoming Arial, its widths were made identical to Helvetica. I'm putting that back in."
